MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
SOUTH BERWICK|||048202426|D|1-1|1|35|6|1|ER|05/26/2020|||||||||
SOUTH BERWICK||O|100484295|D|1-1|1|35|6|1|UR|02/10/2020||EL|05/29/2020||||||
SOUTH BERWICK|||048202493|D|1-1|1|35|6|1|ER|06/01/2020|||||||||
SOUTH BERWICK|||100312460|D|1-1|1|35|6|1|ER|04/15/2020|||||||||
SOUTH BERWICK|||048202548|D|1-1|1|35|2|1|ER|06/01/2020|||||||||
SOUTH BERWICK|||100086592|D|1-1|1|35|2|1|ER|06/01/2020|||||||||
SOUTH BERWICK|||048202587|D|1-1|1|35|6|1|ER|04/17/2020|||||||||
SOUTH BERWICK|||048202680|D|1-1|1|35|6|1|ER|04/17/2020|||||||||
SOUTH BERWICK|||048202681|D|1-1|1|35|6|1|ER|05/02/2020|||||||||
SOUTH BERWICK|||100026516|D|1-1|1|35|6|1|ER|05/19/2020|||||||||
SOUTH BERWICK|||100026518|D|1-1|1|35|6|1|ER|05/19/2020|||||||||
SOUTH BERWICK|||100425432|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||100061615|D|1-1|1|35|6|1|ER|05/26/2020|||||||||
SOUTH BERWICK|||049631268|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048202837|U|1-1|1|35|6|1|ER|05/04/2020|||||||||
SOUTH BERWICK|||047900641|D|1-1|1|35|6|1|ER|05/18/2020|||||||||
SOUTH BERWICK|||048202844|D|1-1|1|35|6|1|ER|05/04/2020|||||||||
SOUTH BERWICK||O|100674252|D|1-1|1|35|2|1|UR|01/05/2020||EL|05/29/2020||||||
SOUTH BERWICK|||048202936|D|1-1|1|35|6|1|ER|05/16/2020|||||||||
SOUTH BERWICK|||048202937|D|1-1|1|35|6|1|ER|05/16/2020|||||||||
SOUTH BERWICK|||100685405|D|1-1|1|35|6|1|ER|05/08/2020|||||||||
SOUTH BERWICK|||100454171|D|1-1|1|35|6|1|ER|03/21/2020|||||||||
SOUTH BERWICK|||048202971|D|1-1|1|35|6|1|ER|05/13/2020|||||||||
SOUTH BERWICK|||100720987|D|1-1|1|35|2|1|ER|04/15/2020|||||||||
SOUTH BERWICK|||100411900|D|1-1|1|35|6|1|ER|05/21/2020|||||||||
SOUTH BERWICK|||100447514|D|1-1|1|35|2|1|ER|04/21/2020|||||||||
SOUTH BERWICK|||100372514|D|1-1|1|35|2|1|ER|04/21/2020|||||||||
SOUTH BERWICK|||100569952|D|1-1|1|35|6|1|ER|04/12/2020|||||||||
SOUTH BERWICK|||048203073|D|1-1|1|35|6|1|ER|05/26/2020|||||||||
SOUTH BERWICK|||046402942|D|1-1|1|35|6|1|ER|05/22/2020|||||||||
SOUTH BERWICK||O|100472858|D|1-1|1|35|6|1|UR|02/04/2020||EL|05/29/2020||||||
SOUTH BERWICK|||048203120|D|1-1|1|35|2|1|ER|05/18/2020|||||||||
SOUTH BERWICK|||100191807|D|1-1|1|35|2|1|ER|05/04/2020|||||||||
SOUTH BERWICK|||047802114|D|1-1|1|35|6|1|ER|04/16/2020|||||||||
SOUTH BERWICK|||100205928|D|1-1|1|35|6|1|ER|05/01/2020|||||||||
SOUTH BERWICK|||100301091|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048203286|D|1-1|1|35|2|1|ER|05/13/2020|||||||||
SOUTH BERWICK|||100082503|D|1-1|1|35|6|1|ER|04/18/2020|||||||||
SOUTH BERWICK|||048203424|D|1-1|1|35|2|1|ER|04/17/2020|||||||||
SOUTH BERWICK|||100217399|D|1-1|1|35|6|1|ER|05/28/2020|||||||||
SOUTH BERWICK|||047204772|R|1-1|1|35|2|1|ER|04/21/2020|||||||||
SOUTH BERWICK|||048203706|R|1-1|1|35|2|1|ER|05/31/2020|||||||||
SOUTH BERWICK|||100313546|D|1-1|1|35|2|1|ER|05/18/2020|||||||||
SOUTH BERWICK|||012800610|U|1-1|1|35|6|1|ER|05/16/2020|||||||||
SOUTH BERWICK|||100194763|D|1-1|1|35|6|1|ER|04/17/2020|||||||||
SOUTH BERWICK|||100194761|D|1-1|1|35|6|1|ER|04/17/2020|||||||||
SOUTH BERWICK|||048203564|D|1-1|1|35|6|1|ER|05/13/2020|||||||||
SOUTH BERWICK|||100539977|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||100601760|D|1-1|1|35|2|1|ER|05/31/2020|||||||||
SOUTH BERWICK|||100604734|D|1-1|1|35|2|1|ER|05/31/2020|||||||||
SOUTH BERWICK|||048203653|D|1-1|1|35|6|1|ER|05/04/2020|||||||||
SOUTH BERWICK||O|100122693|D|1-1|1|35|2|1|UR|02/25/2020||EL|05/29/2020||||||
SOUTH BERWICK||O|100316507|D|1-1|1|35|6|1|WV|05/31/2020||EL|06/01/2020||||||
SOUTH BERWICK|||048203837|D|1-1|1|35|2|1|ER|04/22/2020|||||||||
SOUTH BERWICK|||048203863|R|1-1|1|35|6|1|ER|05/30/2020|||||||||
SOUTH BERWICK|||048203864|R|1-1|1|35|6|1|ER|05/30/2020|||||||||
SOUTH BERWICK|||048203916|D|1-1|1|35|6|1|ER|04/30/2020|||||||||
SOUTH BERWICK|||100293346|D|1-1|1|35|6|1|ER|05/28/2020|||||||||
SOUTH BERWICK|||100299478|D|1-1|1|35|6|1|ER|05/30/2020|||||||||
SOUTH BERWICK|||100693559|D|1-1|1|35|6|1|ER|05/10/2020|||||||||
SOUTH BERWICK|||100346320|G|1-1|1|35|6|1|ER|05/30/2020|||||||||
SOUTH BERWICK|||100332464|D|1-1|1|35|6|1|ER|05/30/2020|||||||||
SOUTH BERWICK|||048203997|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048204027|D|1-1|1|35|6|1|ER|04/07/2020|||||||||
SOUTH BERWICK|||048204060|U|1-1|1|35|6|1|ER|04/30/2020|||||||||
SOUTH BERWICK|||048204147|D|1-1|1|35|6|1|ER|05/30/2020|||||||||
SOUTH BERWICK|||100028179|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048204220|D|1-1|1|35|2|1|ER|04/17/2020|||||||||
SOUTH BERWICK|||100486673|D|1-1|1|35|6|1|ER|05/23/2020|||||||||
SOUTH BERWICK|||100727188|D|1-1|1|35|6|1|ER|06/01/2020|||||||||
SOUTH BERWICK|||049617448|D|1-1|1|35|6|1|ER|05/20/2020|||||||||
SOUTH BERWICK|||048204282|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048204283|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048204287|D|1-1|1|35|6|1|ER|06/01/2020|||||||||
SOUTH BERWICK||S|100380773|U|1-1|1|35|2|1|UR|03/02/2020||EL|05/29/2020||||||
SOUTH BERWICK|||048204306|D|1-1|1|35|6|1|ER|04/05/2020|||||||||
SOUTH BERWICK|||048204307|U|1-1|1|35|6|1|ER|04/05/2020|||||||||
SOUTH BERWICK|||048204370|D|1-1|1|35|6|1|ER|05/21/2020|||||||||
SOUTH BERWICK|||047900828|U|1-1|1|35|6|1|ER|04/22/2020|||||||||
SOUTH BERWICK|||048204387|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||047206369|G|1-1|1|35|6|1|ER|04/12/2020|||||||||
SOUTH BERWICK|||049006539|R|1-1|1|35|2|1|ER|05/21/2020|||||||||
SOUTH BERWICK|||049006540|U|1-1|1|35|2|1|ER|05/21/2020|||||||||
SOUTH BERWICK|||100385609|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048204519|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||100548049|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||048204525|D|1-1|1|35|2|1|ER|05/26/2020|||||||||
SOUTH BERWICK|||100551612|D|1-1|1|35|2|1|ER|04/11/2020|||||||||
SOUTH BERWICK|||048204579|D|1-1|1|35|6|1|ER|04/15/2020|||||||||
SOUTH BERWICK||O|100096308|U|1-1|1|35|6|1|UR|02/29/2020||EL|05/29/2020||||||
SOUTH BERWICK|||048204607|D|1-1|1|35|6|1|ER|04/28/2020|||||||||
SOUTH BERWICK|||048204609|U|1-1|1|35|6|1|ER|05/15/2020|||||||||
SOUTH BERWICK|||048204610|U|1-1|1|35|6|1|ER|05/15/2020|||||||||
SOUTH BERWICK||O|100152784|R|1-1|1|35|6|1|UR|04/08/2020||EL|05/29/2020||||||
SOUTH BERWICK|||048204630|D|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||100156066|D|1-1|1|35|6|1|ER|04/18/2020|||||||||
SOUTH BERWICK|||100567178|U|1-1|1|35|6|1|ER|06/02/2020|||||||||
SOUTH BERWICK|||100689577|D|1-1|1|35|6|1|ER|05/06/2020|||||||||
SOUTH BERWICK|||048510132|D|1-1|1|35|6|1|ER|04/20/2020|||||||||
SOUTH BERWICK|||048204784|D|1-1|1|35|6|1|ER|03/31/2020|||||||||
SOUTH BRISTOL|||021200038|D|1-1|1|13|89|2|ER|05/01/2020|||||||||
SOUTH BRISTOL||O|021400053|D|1-1|1|13|89|2|UR|01/20/2020||EL|05/29/2020||||||
SOUTH BRISTOL|||021400060|D|1-1|1|13|89|2|ER|04/11/2020|||||||||
SOUTH BRISTOL|||100223877|R|1-1|1|13|90|2|ER|04/15/2020|||||||||
SOUTH BRISTOL|||021400115|D|1-1|1|13|90|2|TR|05/01/2020|||||||||
SOUTH BRISTOL|||021400138|D|1-1|1|13|89|2|TR|05/01/2020|||||||||
SOUTH BRISTOL|||021400168|D|1-1|1|13|89|2|ER|05/14/2020|||||||||
SOUTH BRISTOL|||021400169|D|1-1|1|13|89|2|ER|05/14/2020|||||||||
SOUTH BRISTOL|||100390073|D|1-1|1|13|89|2|ER|05/04/2020|||||||||
SOUTH BRISTOL|||100390074|D|1-1|1|13|89|2|ER|05/04/2020|||||||||
SOUTH BRISTOL|||100374610|D|1-1|1|13|89|2|ER|05/29/2020|||||||||
SOUTH BRISTOL|||051402579|U|1-1|1|13|89|2|ER|05/29/2020|||||||||
SOUTH BRISTOL|||021400223|D|1-1|1|13|89|2|ER|05/21/2020|||||||||
SOUTH BRISTOL|||021400224|D|1-1|1|13|89|2|ER|05/22/2020|||||||||
SOUTH BRISTOL|||021400242|D|1-1|1|13|89|2|ER|06/01/2020|||||||||
SOUTH BRISTOL|||100044686|D|1-1|1|13|89|2|WV|04/27/2020|||||||||
SOUTH BRISTOL|||100058984|D|1-1|1|13|89|2|WV|04/27/2020|||||||||
SOUTH BRISTOL|||021400390|D|1-1|1|13|89|2|ER|05/14/2020|||||||||
SOUTH BRISTOL|||100519733|D|1-1|1|13|89|2|ER|05/22/2020|||||||||
SOUTH BRISTOL|||021400430|U|1-1|1|13|89|2|ER|05/05/2020|||||||||
SOUTH BRISTOL|||049633925|D|1-1|1|13|89|2|ER|04/07/2020|||||||||
SOUTH BRISTOL|||021100870|D|1-1|1|13|89|2|ER|04/07/2020|||||||||
SOUTH BRISTOL|||014500331|D|1-1|1|13|89|2|ER|05/14/2020|||||||||
SOUTH BRISTOL||O|021400530|D|1-1|1|13|89|2|UR|01/27/2020||EL|05/29/2020||||||
SOUTH BRISTOL|||100751243|D|1-1|1|13|89|2|ER|05/24/2020|||||||||
SOUTH BRISTOL|||100751245|U|1-1|1|13|89|2|ER|05/24/2020|||||||||
SOUTH BRISTOL||O|021400669|D|1-1|1|13|89|2|UR|01/02/2020||MV|05/29/2020||||||
SOUTH BRISTOL|||100505151|D|1-1|1|13|89|2|ER|05/19/2020|||||||||
SOUTH BRISTOL|||100041368|R|1-1|1|13|90|2|ER|04/15/2020|||||||||
SOUTH BRISTOL|||100428970|D|1-1|1|13|89|2|ER|05/01/2020|||||||||
SOUTH BRISTOL||O|021400670|D|1-1|1|13|89|2|UR|01/05/2020||MV|05/29/2020||||||
SOUTH BRISTOL|||021400768|D|1-1|1|13|90|2|TR|05/01/2020|||||||||
SOUTH BRISTOL|||021400777|D|1-1|1|13|89|2|ER|06/01/2020|||||||||
SOUTH BRISTOL|||021400791|D|1-1|1|13|89|2|ER|05/25/2020|||||||||
SOUTH BRISTOL|||021400792|D|1-1|1|13|89|2|ER|05/25/2020|||||||||
SOUTH PORTLAND|||049700022|D|3-1|1|29|32|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100399833|D|1-1|1|29|31|4|WV|05/13/2020|||||||||
SOUTH PORTLAND|||100399835|D|1-1|1|29|31|4|WV|05/13/2020|||||||||
SOUTH PORTLAND|||050000038|D|5-1|1|29|33|4|ER|04/17/2020|||||||||
SOUTH PORTLAND|||001100341|D|4-1|1|29|33|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049700127|D|3-1|1|29|33|4|WV|05/07/2020|||||||||
SOUTH PORTLAND|||049700145|D|3-1|1|29|32|4|WV|06/01/2020|||||||||
SOUTH PORTLAND|||100705193|D|4-1|1|29|33|4|TR|05/22/2020|||||||||
SOUTH PORTLAND|||046400658|D|5-1|1|29|33|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||100001203|D|2-1|1|29|31|4|ER|05/29/2020|||||||||
SOUTH PORTLAND|||100740269|D|1-1|1|29|31|4|ER|05/29/2020|||||||||
SOUTH PORTLAND|||100745048|D|2-1|1|29|31|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||049700190|U|1-1|1|29|31|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||100268033|U|2-1|1|29|31|4|TR|06/02/2020|||||||||
SOUTH PORTLAND|||100628234|D|5-1|1|29|33|4|WV|05/08/2020|||||||||
SOUTH PORTLAND|||049700224|R|4-1|1|29|32|4|TR|05/26/2020|||||||||
SOUTH PORTLAND|||008500103|D|2-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100258211|D|1-1|1|29|31|4|TR|05/12/2020|||||||||
SOUTH PORTLAND|||008500122|D|4-1|1|29|32|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||008500123|D|4-1|1|29|32|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||049634831|D|3-1|1|29|33|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||049600890|U|3-1|1|29|33|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||049700326|D|1-1|1|29|31|4|ER|05/08/2020|||||||||
SOUTH PORTLAND|||049800227|D|5-1|1|29|33|4|ER|05/20/2020|||||||||
SOUTH PORTLAND|||049401559|D|2-1|1|29|31|4|WV|05/08/2020|||||||||
SOUTH PORTLAND|||049700355|D|4-1|1|29|32|4|WV|05/07/2020|||||||||
SOUTH PORTLAND|||049700368|D|2-1|1|29|31|4|WV|05/28/2020|||||||||
SOUTH PORTLAND|||100134511|D|5-1|1|29|33|4|ER|03/24/2020|||||||||
SOUTH PORTLAND|||049700374|D|3-1|1|29|32|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||100293587|D|5-1|1|29|33|4|ER|05/08/2020|||||||||
SOUTH PORTLAND|||049700440|D|1-1|1|29|31|4|WV|05/19/2020|||||||||
SOUTH PORTLAND|||018400110|U|4-1|1|29|32|4|ER|04/09/2020|||||||||
SOUTH PORTLAND|||049700465|D|1-1|1|29|31|4|ER|05/05/2020|||||||||
SOUTH PORTLAND|||049700466|D|1-1|1|29|31|4|ER|05/05/2020|||||||||
SOUTH PORTLAND|||008500189|D|1-1|1|29|31|4|ER|04/28/2020|||||||||
SOUTH PORTLAND|||100418790|D|2-1|1|29|31|4|ER|05/17/2020|||||||||
SOUTH PORTLAND|||049700499|U|3-1|1|29|32|4|ER|05/18/2020|||||||||
SOUTH PORTLAND|||049700504|D|2-1|1|29|31|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||049710944|D|2-1|1|29|31|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||049700511|U|1-1|1|29|31|4|ER|05/05/2020|||||||||
SOUTH PORTLAND|||049700544|D|5-1|1|29|33|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||100435636|D|3-1|1|29|33|4|ER|04/21/2020|||||||||
SOUTH PORTLAND|||100363932|D|3-1|1|29|33|4|ER|05/15/2020|||||||||
SOUTH PORTLAND|||100675032|D|2-1|1|29|31|4|TR|05/20/2020|||||||||
SOUTH PORTLAND|||049700555|D|4-1|1|29|32|4|ER|05/20/2020|||||||||
SOUTH PORTLAND|||100711890|D|1-1|1|29|31|4|WV|05/18/2020|||||||||
SOUTH PORTLAND|||049700591|D|4-1|1|29|32|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||100719044|U|3-1|1|29|33|4|ER|05/15/2020|||||||||
SOUTH PORTLAND|||100482771|D|3-1|1|29|32|4|ER|05/27/2020|||||||||
SOUTH PORTLAND|||049700684|D|1-1|1|29|31|4|WV|05/14/2020|||||||||
SOUTH PORTLAND|||100115167|D|1-1|1|29|31|4|WV|05/13/2020|||||||||
SOUTH PORTLAND|||049700706|D|1-1|1|29|31|4|WV|05/14/2020|||||||||
SOUTH PORTLAND|||100319054|D|1-1|1|29|31|4|WV|05/14/2020|||||||||
SOUTH PORTLAND|||100302506|D|1-1|1|29|31|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||100036605|D|3-1|1|29|33|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100000964|D|1-1|1|29|31|4|ER|05/27/2020|||||||||
SOUTH PORTLAND|||100015475|D|1-1|1|29|31|4|ER|05/27/2020|||||||||
SOUTH PORTLAND|||100060667|G|3-1|1|29|33|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049700725|D|5-1|1|29|33|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||049700726|D|5-1|1|29|33|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||100066814|D|5-1|1|29|33|4|WV|05/14/2020|||||||||
SOUTH PORTLAND|||049700755|D|4-1|1|29|33|4|WV|05/11/2020|||||||||
SOUTH PORTLAND|||100688337|D|3-1|1|29|32|4|WV|05/18/2020|||||||||
SOUTH PORTLAND|||100744909|D|2-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049700770|R|1-1|1|29|31|4|WV|05/28/2020|||||||||
SOUTH PORTLAND|||009600575|D|5-1|1|29|33|4|WV|05/08/2020|||||||||
SOUTH PORTLAND|||100409833|D|2-1|1|29|31|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||049602329|D|4-1|1|29|32|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||100375790|D|2-1|1|29|31|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||100306380|D|2-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100306381|D|2-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100697142|D|5-1|1|29|33|4|ER|05/28/2020|||||||||
SOUTH PORTLAND|||100107030|D|5-1|1|29|33|4|ER|05/28/2020|||||||||
SOUTH PORTLAND|||049700811|D|5-1|1|29|33|4|ER|05/28/2020|||||||||
SOUTH PORTLAND|||100532432|D|4-1|1|29|32|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||100422075|D|1-1|1|29|31|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||100075204|D|1-1|1|29|31|4|ER|04/09/2020|||||||||
SOUTH PORTLAND|||100727285|D|5-1|1|29|33|4|WV|05/15/2020|||||||||
SOUTH PORTLAND|||049700889|U|1-1|1|29|31|4|ER|04/08/2020|||||||||
SOUTH PORTLAND|||049700890|R|1-1|1|29|31|4|ER|04/08/2020|||||||||
SOUTH PORTLAND|||049700893|D|5-1|1|29|33|4|ER|05/20/2020|||||||||
SOUTH PORTLAND|||049700894|D|5-1|1|29|33|4|ER|05/21/2020|||||||||
SOUTH PORTLAND|||049700909|R|3-1|1|29|32|4|TR|05/26/2020|||||||||
SOUTH PORTLAND|||100696032|D|4-1|1|29|32|4|ER|05/05/2020|||||||||
SOUTH PORTLAND|||100729650|R|1-1|1|29|31|4|ER|05/29/2020|||||||||
SOUTH PORTLAND|||049700932|D|2-1|1|29|31|4|WV|05/07/2020|||||||||
SOUTH PORTLAND|||049700934|D|1-1|1|29|31|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||049700940|D|2-1|1|29|31|4|WV|05/20/2020|||||||||
SOUTH PORTLAND|||019200277|D|1-1|1|29|31|4|ER|05/28/2020|||||||||
SOUTH PORTLAND|||049700949|D|3-1|1|29|32|4|WV|05/07/2020|||||||||
SOUTH PORTLAND||O|100326721|D|1-1|1|29|31|4|UR|02/25/2020||EL|05/29/2020||||||
SOUTH PORTLAND|||100034684|D|2-1|1|29|31|4|ER|05/06/2020|||||||||
SOUTH PORTLAND|||049602911|R|4-1|1|29|32|4|ER|04/08/2020|||||||||
SOUTH PORTLAND|||047100142|D|1-1|1|29|31|4|ER|04/30/2020|||||||||
SOUTH PORTLAND|||049700980|D|1-1|1|29|31|4|ER|05/20/2020|||||||||
SOUTH PORTLAND|||100223914|D|1-1|1|29|31|4|ER|05/20/2020|||||||||
SOUTH PORTLAND|||049700987|D|1-1|1|29|31|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||049700994|D|3-1|1|29|32|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||049700995|D|3-1|1|29|32|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||050900040|D|1-1|1|29|31|4|WV|05/11/2020|||||||||
SOUTH PORTLAND|||009600813|D|1-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100713831|U|1-1|1|29|31|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||049603029|D|3-1|1|29|33|4|ER|05/07/2020|||||||||
SOUTH PORTLAND|||049701025|D|3-1|1|29|33|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049701053|D|5-1|1|29|33|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||049701056|D|5-1|1|29|33|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||100405750|D|1-1|1|29|31|4|ER|05/05/2020|||||||||
SOUTH PORTLAND|||049701069|D|3-1|1|29|32|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||009300181|D|2-1|1|29|31|4|ER|06/01/2020|||||||||
SOUTH PORTLAND||O|100208675|D|2-1|1|29|31|4|UR|02/16/2020||EL|05/29/2020||||||
SOUTH PORTLAND|||100145624|D|1-1|1|29|31|4|ER|05/21/2020|||||||||
SOUTH PORTLAND|||048500561|U|1-1|1|29|31|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||100302449|D|2-1|1|29|31|4|ER|05/06/2020|||||||||
SOUTH PORTLAND|||049701105|D|1-1|1|29|31|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||100122295|D|4-1|1|29|32|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||019200327|D|1-1|1|29|31|4|ER|05/28/2020|||||||||
SOUTH PORTLAND|||100702576|D|2-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049701134|D|1-1|1|29|31|4|ER|05/15/2020|||||||||
SOUTH PORTLAND|||049709147|D|2-1|1|29|31|4|ER|04/29/2020|||||||||
SOUTH PORTLAND|||049200351|R|1-1|1|29|31|4|ER|05/22/2020|||||||||
SOUTH PORTLAND|||049200352|R|1-1|1|29|31|4|ER|05/22/2020|||||||||
SOUTH PORTLAND|||100590958|D|3-1|1|29|32|4|ER|05/21/2020|||||||||
SOUTH PORTLAND|||100598672|D|3-1|1|29|32|4|ER|05/21/2020|||||||||
SOUTH PORTLAND|||100649475|D|1-1|1|29|31|4|ER|05/21/2020|||||||||
SOUTH PORTLAND|||049701276|D|1-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049701281|D|2-1|1|29|31|4|WV|05/11/2020|||||||||
SOUTH PORTLAND|||100704423|D|2-1|1|29|31|4|WV|05/28/2020|||||||||
SOUTH PORTLAND|||100704427|D|2-1|1|29|31|4|WV|05/28/2020|||||||||
SOUTH PORTLAND|||049701293|D|1-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||100008774|D|1-1|1|29|31|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||049400885|D|1-1|1|29|31|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||049701337|D|1-1|1|29|31|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||049701339|D|1-1|1|29|31|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||100004512|D|1-1|1|29|31|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||049701367|R|2-1|1|29|31|4|ER|05/22/2020|||||||||
SOUTH PORTLAND|||100028033|D|2-1|1|29|32|4|TR|06/02/2020|||||||||
SOUTH PORTLAND|||100028307|D|2-1|1|29|32|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049300743|D|2-1|1|29|31|4|WV|05/20/2020|||||||||
SOUTH PORTLAND|||049300744|D|2-1|1|29|31|4|WV|05/20/2020|||||||||
SOUTH PORTLAND|||051901077|D|3-1|1|29|33|4|ER|05/06/2020|||||||||
SOUTH PORTLAND|||049701481|D|3-1|1|29|33|4|ER|05/05/2020|||||||||
SOUTH PORTLAND|||049701483|R|3-1|1|29|33|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||100320959|D|4-1|1|29|32|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||100364671|G|4-1|1|29|32|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||049701494|D|2-1|1|29|31|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||049701516|U|4-1|1|29|33|4|TR|06/01/2020|||||||||
SOUTH PORTLAND|||049101334|D|4-1|1|29|32|4|TR|06/01/2020|||||||||
SOUTH PORTLAND|||049701562|D|5-1|1|29|33|4|ER|05/04/2020|||||||||
SOUTH PORTLAND|||009300258|D|2-1|1|29|32|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||100068486|D|2-1|1|29|32|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||012600321|G|4-1|1|29|32|4|ER|04/29/2020|||||||||
SOUTH PORTLAND|||100034994|U|4-1|1|29|32|4|ER|04/29/2020|||||||||
SOUTH PORTLAND|||049604434|D|2-1|1|29|31|4|WV|05/14/2020|||||||||
SOUTH PORTLAND|||049701596|D|2-1|1|29|31|4|ER|04/27/2020|||||||||
SOUTH PORTLAND|||049701601|D|4-1|1|29|32|4|ER|04/24/2020|||||||||
SOUTH PORTLAND|||100185776|D|1-1|1|29|31|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||049701615|D|3-1|1|29|32|4|WV|06/01/2020|||||||||
SOUTH PORTLAND|||008500703|D|2-1|1|29|32|4|ER|04/15/2020|||||||||
SOUTH PORTLAND|||100733370|D|3-1|1|29|33|4|ER|05/26/2020|||||||||
SOUTH PORTLAND|||049701664|D|1-1|1|29|31|4|ER|06/01/2020|||||||||
SOUTH PORTLAND|||049701693|R|1-1|1|29|31|4|TR|05/19/2020|||||||||
SOUTH PORTLAND|||100748401|D|5-1|1|29|33|4|ER|05/27/2020|||||||||
SOUTH PORTLAND|||049701709|D|3-1|1|29|32|4|ER|05/11/2020|||||||||
SOUTH PORTLAND|||008500723|D|3-1|1|29|33|4|ER|06/02/2020|||||||||
SOUTH PORTLAND|||019200462|D|3-1|1|29|32|4|ER|04/13/2020|||||||||
SOUTH PORTLAND|||049701719|D|2-1|1|29|32|4|ER|06/02/2020|||||||||
